Week,Date,Cluster,URL,Existing/New,Primary Keyword,Supporting Keywords,Search Intent,Action,Content Requirement,Image Requirement,Internal Links,Schema,Fact Sources,Priority,Owner Agent,Dependencies,Status
6,2026-10-12,core-money,/service/pet-export-dubai/,Existing,pet export Dubai,pet export UAE; cost to export pet from Dubai; leaving Dubai with pets,commercial,EXPAND,"Keep ~1,800-2,200 words: publish W1-verified export health certificate figures (AED 100/personal consignment, 1 working day, 30-day validity) replacing site ""300-700""; plan-from-destination-backwards framing; link new /guides/pet-export-from-dubai/; CTA: Check Your Timeline.","4 images (0 original-photo, 4 AI-acceptable) per image-map.csv — Hero: Owner taping a moving box while a beagle watches from inside; Process: Five-step export diagram with certificate timing callout; Detail: Vet examining a cat on a clinic table while an owner holds a; CTA: Open suitcase on a bed with a cat sitting in it beside a tra",5 inbound (3 P1) / 1 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + Service + FAQPage + HowTo,MOCCAE (export cert via pawssible.ai-verified); destination authorities,77,Content Writer,W1 fee verification,planned
6,2026-10-12,directional-outbound,/service/pet-relocation-from-dubai/,Existing,pet relocation from Dubai,leaving Dubai with pets; moving pets out of UAE; taking dog out of UAE,commercial/informational (outbound),REFRESH (export pass),W3 expansion follow-up: verify export cert fee consistency with W1 result; finalise departure-side journey content; add links to all outbound route pages as they ship (W7-W8).,Reuse W3 image set,outbound route links per internal-link-map.csv,Organization + WebSite + BreadcrumbList + Service + FAQPage + HowTo,MOCCAE,77,Content Writer,W3 expansion; W1 verification,planned
6,2026-10-12,directional-outbound,/guides/pet-export-from-dubai/,New,pet export from Dubai,cost to export pet from Dubai; MOCCAE pet export permit; documents to take pet out of UAE; export health certificate UAE pets,informational (process how-to),CREATE,"CREATE 2,000-2,500 words: export process guide (~710/mo directional-outbound cluster currently scattered across service pages): MOCCAE export cert specifics (AED 100, 1 working day, 30-day validity, UAE Pass + quarantine-centre exam), destination-backwards planning framework, links all 8 outbound routes; anchors W8 outbound route pages. CTA: Check Documents.","3 images (0 original-photo, 3 AI-acceptable) per image-map.csv — Hero: Flat illustration of an open suitcase with a checklist, pet ; Process section: Export timeline diagram centred on certificate validity; Destination section: Branching diagram: one Dubai departure, many destination rul",9 inbound (0 P1) / 3 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,"MOCCAE; destination authorities (GOV.UK, CDC, CFIA, DAFF, DGFT, BAI, MEWA, European Commission)",65,Content Writer,W1 fee verification; W6 export service page first,planned
6,2026-10-12,program-ops,(week 6 close-out),—,—,—,—,WEEKLY REVIEW,"Weekly review of Week 6 EXPORT AUTHORITY (export service pages refreshed, export guide created as outbound anchor). 13-point weekly output checklist: (1) work completed vs plan; (2) URLs created; (3) URLs modified; (4) URLs merged/redirected; (5) keywords assigned/confirmed in keyword-lock-map; (6) internal links added vs internal-link-map; (7) images delivered vs image-map; (8) schema deployed & validated; (9) regulatory facts verified against regulatory-source-of-truth (30/90/180-day freshness); (10) problems/blockers encountered; (11) ranking movement (GSC/rank tracker); (12) indexation status; (13) next-week tasks confirmed.",—,—,—,regulatory-source-of-truth.csv; trust-claims-register.csv,P1,SEO Lead,All week-6 tasks,planned
7,2026-10-19,route-uk-inbound,/routes/uk-to-dubai/,Existing,pet relocation UK to Dubai,pet relocation to UAE from UK; moving dog from UK to Dubai; pet transport UK to Dubai; cost of flying a dog from UK to Dubai,informational/commercial (route),EXPAND,"KEEP+EXPAND to 3,000-3,800 words with UNIQUE route content: origin-side rules, document sequence, scenario timelines, verified AED + origin-currency cost table, route-specific FAQs, route cards (hub + reverse direction); no unverified fees. 649/mo cluster; no-titer (UK low-risk) messaging is an asset — verify exempt list first-party (W5 flag); DEFRA/APHA export side.","3 images (0 original-photo, 3 AI-acceptable) per image-map.csv — Hero: Cocker spaniel in an English garden beside an open travel cr; Documents & timeline: Route document checklist + timeline diagram for UK to Dubai; Arrival & reunion: Owner and cocker spaniel on a Dubai villa patio at golden ho",3 inbound (1 P1) / 3 outbound planned in internal-link-map.csv,Organization + WebSite + FAQPage + BreadcrumbList + Article,MOCCAE; USDA APHIS; GOV.UK; APHA,74,Content Writer,W1 corrections; W5 exempt-list check,planned
7,2026-10-19,route-usa-inbound,/routes/usa-to-dubai/,Existing,pet relocation USA to Dubai,moving dog from USA to Dubai; pet transport USA to Dubai; USDA endorsed health certificate UAE,informational/commercial (route),EXPAND,"KEEP+EXPAND to 3,000-3,800 words with UNIQUE route content: origin-side rules, document sequence, scenario timelines, verified AED + origin-currency cost table, route-specific FAQs, route cards (hub + reverse direction); no unverified fees. 273/mo cluster; state-level variation + USDA APHIS endorsement steps; CDC rules are for US ENTRY (do not confuse directions).","3 images (0 original-photo, 3 AI-acceptable) per image-map.csv — Hero: Labrador on an American suburban porch beside a travel crate; Documents & timeline: Route document checklist + timeline diagram for USA to Dubai; Arrival & reunion: Labrador stepping onto cool tile floor of a Dubai apartment,",2 inbound (0 P1) / 3 outbound planned in internal-link-map.csv,Organization + WebSite + FAQPage + BreadcrumbList + Article,USDA APHIS; MOCCAE,75,Content Writer,W1 corrections,planned
7,2026-10-19,route-india-inbound,/routes/india-to-dubai/,Existing,pet relocation India to Dubai,moving dog from India to Dubai; pet relocation India to Dubai cost; what is AQCS clearance for pets,informational/commercial (route),EXPAND,"KEEP+EXPAND to 3,000-3,800 words with UNIQUE route content: origin-side rules, document sequence, scenario timelines, verified AED + origin-currency cost table, route-specific FAQs, route cards (hub + reverse direction); no unverified fees. 413/mo cluster; RNATT high-risk route — titer timing must use corrected sample-within-90-days rule (W1 fix); AQCS/export-side India detail.","3 images (0 original-photo, 3 AI-acceptable) per image-map.csv — Hero: Beagle in a Mumbai apartment beside an open travel crate, ce; Documents & timeline: Route timeline diagram emphasising the titer test sequence; Arrival & reunion: Family greeting their beagle at a Dubai apartment door after",3 inbound (1 P1) / 3 outbound planned in internal-link-map.csv,Organization + WebSite + FAQPage + BreadcrumbList + Article,MOCCAE; DGFT/AQCS; USDA APHIS,76,Content Writer,W1 titer fix,planned
7,2026-10-19,route-philippines-inbound,/routes/philippines-to-dubai/,Existing,pet relocation Philippines to Dubai,moving dog from Philippines to Dubai; how to bring a pet from Philippines to Dubai,informational/commercial (route),EXPAND,"KEEP+EXPAND to 3,000-3,800 words with UNIQUE route content: origin-side rules, document sequence, scenario timelines, verified AED + origin-currency cost table, route-specific FAQs, route cards (hub + reverse direction); no unverified fees. 174/mo cluster; RNATT high-risk route; BAI export permit side (SPSIC is for PH import — verify direction-specific documents).","2 images (0 original-photo, 2 AI-acceptable) per image-map.csv — Hero: Shih tzu on a Manila condo balcony beside a soft carrier; Documents & timeline: Route timeline diagram with titer sequence for Philippines t",3 inbound (0 P1) / 3 outbound planned in internal-link-map.csv,Organization + WebSite + FAQPage + BreadcrumbList + Article,MOCCAE; BAI,74,Content Writer,W1 titer fix,planned
7,2026-10-19,route-germany-inbound,/routes/germany-to-dubai/,New,pet relocation Germany to Dubai,moving dog from Germany to Dubai; pet transport Germany to Dubai,informational/commercial (route),CREATE,"CREATE 2,500-3,200 words (123/mo cluster; Foufoufly covers it): EU health-certificate specifics, Lufthansa/Emirates option comparison, AED/EUR cost table; UAE titer-exempt entry only if verified on MOCCAE exempt list (W5 check).","2 images (0 original-photo, 2 AI-acceptable) per image-map.csv — Hero: Dachshund in a Berlin-style apartment beside a travel crate,; Documents & timeline: Route document checklist + timeline diagram for Germany to D",3 inbound (0 P1) / 6 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,MOCCAE; European Commission; USDA APHIS,76,Content Writer,W5 exempt-list verification; /routes/ hub live (W1),planned
7,2026-10-19,route-ksa-inbound,/routes/saudi-arabia-to-dubai/,New,pet relocation Saudi Arabia to Dubai,moving dog from Saudi Arabia to Dubai; pet transport Riyadh to Dubai,informational/commercial (route),CREATE,"CREATE 2,500-3,200 words (141/mo cluster; flagship GCC gap — no dedicated competitor route guides): MEWA/Naama export side + MOCCAE import side (both verified first-party), Saudia NAAMA registration rule, ROAD vs air comparison (unique to corridor), Saudi breed restrictions flagged (secondary list).","2 images (0 original-photo, 2 AI-acceptable) per image-map.csv — Hero: Cat in a secured carrier on the back seat of an SUV on a des; Documents & timeline: Two-lane diagram: Saudi export steps and UAE import steps",3 inbound (0 P1) / 5 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,MEWA (Anaam/Naama); MOCCAE; Saudia,75,Content Writer,/routes/ hub live (W1),planned
7,2026-10-19,route-france-inbound,/routes/france-to-dubai/,New,pet relocation France to Dubai,moving dog from France to Dubai,informational/commercial (route),CREATE,"CREATE 2,500-3,200 words (99/mo cluster; Foufoufly covers France): Air France/KLM vs Emirates routing, EU-endorsed certificate specifics, French-vet documentation walkthrough, AED/EUR cost table.","2 images (0 original-photo, 2 AI-acceptable) per image-map.csv — Hero: French bulldog on a Parisian balcony beside a carrier, zinc ; Documents & timeline: Route document checklist + timeline diagram for France to Du",3 inbound (0 P1) / 5 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,MOCCAE; European Commission,75,Content Writer,W5 exempt-list verification; /routes/ hub live (W1),planned
7,2026-10-19,route-singapore-inbound,/routes/singapore-to-dubai/,New,pet relocation Singapore to Dubai,moving dog from Singapore to Dubai,informational/commercial (route),CREATE,"CREATE 2,200-3,000 words (75/mo cluster; Foufoufly covers Singapore): AVS export licence walkthrough, Singapore Airlines/Emirates comparison, rabies-free origin = simpler UAE entry messaging. NOTE: Singapore AVS claims NOT yet in regulatory-source-of-truth — verify first-party before publish.","2 images (0 original-photo, 2 AI-acceptable) per image-map.csv — Hero: Pomeranian in a bright high-rise apartment beside a travel c; Documents & timeline: Route document checklist + timeline diagram for Singapore to",3 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,MOCCAE; AVS Singapore (FIRST-PARTY VERIFICATION REQUIRED — gap in source-of-truth),75,Content Writer,Regulatory Fact-Checker adds AVS rows to source-of-truth,planned
7,2026-10-19,program-ops,(week 7 close-out),—,—,—,—,WEEKLY REVIEW,Weekly review of Week 7 TOP INBOUND ROUTES (4 existing routes expanded; germany/saudi/france/singapore inbound created). 13-point weekly output checklist: (1) work completed vs plan; (2) URLs created; (3) URLs modified; (4) URLs merged/redirected; (5) keywords assigned/confirmed in keyword-lock-map; (6) internal links added vs internal-link-map; (7) images delivered vs image-map; (8) schema deployed & validated; (9) regulatory facts verified against regulatory-source-of-truth (30/90/180-day freshness); (10) problems/blockers encountered; (11) ranking movement (GSC/rank tracker); (12) indexation status; (13) next-week tasks confirmed.,—,—,—,regulatory-source-of-truth.csv; trust-claims-register.csv,P1,SEO Lead,All week-7 tasks,planned
8,2026-10-26,route-uk-outbound,/routes/dubai-to-uk/,Existing,pet relocation Dubai to UK,moving dog from Dubai to UK; pet export Dubai to UK; tapeworm treatment dog Dubai to UK,informational/commercial (route),EXPAND,"Keep ~3,680 words (Q8; 277/mo cluster): verified CORRECT no-titer (GB-listed) — keep as hook; GB pet health cert within 10 days, tapeworm 24-120h, approved routes/carriers; fee tables per W1 verification; add route cards to hub + reverse page.",3 route images per image-map.csv,4 inbound (1 P1) / 5 outbound planned in internal-link-map.csv,Organization + WebSite + FAQPage + BreadcrumbList + Article,GOV.UK; MOCCAE,75,Content Writer,W1 corrections,planned
8,2026-10-26,route-usa-outbound,/routes/dubai-to-usa/,Existing,pet relocation Dubai to USA,moving dog from Dubai to USA; pet export Dubai to USA; shipping dog from Dubai to USA,informational/commercial (route),EXPAND,"Keep ~3,858 words (Q8; 158/mo cluster): verified CORRECT CDC high-risk + Dog Import Form handling; CDC-registered facility requirement, 28-day quarantine failure-mode, titer timing (30 days post-vax + 28 days pre-entry); fix ""USDA-accredited veterinarians in Dubai"" wording per homepage-ia regulatory notes.",3 route images per image-map.csv,2 inbound (0 P1) / 5 outbound planned in internal-link-map.csv,Organization + WebSite + FAQPage + BreadcrumbList + Article,CDC; USDA APHIS; MOCCAE,74,Content Writer,W1 corrections,planned
8,2026-10-26,route-canada-outbound,/routes/dubai-to-canada/,New,pet relocation Dubai to Canada,moving dog from Dubai to Canada; pet export Dubai to Canada,informational/commercial (route),CREATE,"CREATE 2,500-3,500 words (91/mo cluster) — destination-side requirements, NOT a reversed inbound copy (brief rule): CFIA personal-pet rules (rabies certificate, ~CAD 30 CBSA inspection fee), NO federal import permit for personal pets — simple-entry hook; NOT a reversed copy of canada-to-dubai.","2 images (0 original-photo, 2 AI-acceptable) per image-map.csv — Hero: Owner brushing a husky beside a packed crate in a Dubai apar; Documents & timeline: Route document checklist + timeline diagram for Dubai to Can",3 inbound (0 P1) / 5 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,CFIA/CBSA (flag: CFIA pages 404 during check — re-verify); MOCCAE,76,Content Writer,W6 export guide live; /routes/ hub live (W1),planned
8,2026-10-26,route-australia-outbound,/routes/dubai-to-australia/,New,pet relocation Dubai to Australia,moving dog from Dubai to Australia; pet relocation Dubai to Australia cost,informational/commercial (route),CREATE,"CREATE 3,000-3,800 words (128/mo cluster + 20/mo cost kw) — destination-side requirements, NOT a reversed inbound copy (brief rule): Hardest mainstream export: DAFF Group 3 180-day residency from RNATT sample, Mickleham quarantine 10-30 days, BICON permit, 30->10-day quarantine-reduction pathway, 2026 Bengal cat ban note (secondary — flag); AED/AUD cost table; long-lead CTA (6-8 month runway).","3 images (0 original-photo, 3 AI-acceptable) per image-map.csv — Hero: Owner and a border collie at a long planning table covered i; Documents & timeline: Long-horizon timeline diagram for Dubai to Australia; Arrival & reunion: Border collie greeting its owner at an Australian home after",3 inbound (0 P1) / 6 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,Australian Government DAFF; MOCCAE,76,Content Writer,W6 export guide live; /routes/ hub live (W1),planned
8,2026-10-26,route-india-outbound,/routes/dubai-to-india/,New,pet relocation Dubai to India,moving dog from Dubai to India; how to take pets from UAE to India,informational/commercial (route),CREATE,"CREATE 2,500-3,500 words (237/mo cluster (2nd biggest outbound)) — destination-side requirements, NOT a reversed inbound copy (brief rule): AQCS Advance NOC (7 working days) walkthrough, Transfer-of-Residence vs Re-import vs DGFT Short-Stay pathway chooser, entry restricted to 6 airports, NO titer needed outbound (contrast inbound page).","3 images (0 original-photo, 3 AI-acceptable) per image-map.csv — Hero: Family packing a Dubai apartment while an indie-type rescue ; Documents & timeline: Route document checklist + timeline diagram for Dubai to Ind; Arrival & reunion: Grandmother greeting the family dog at an Indian home entran",3 inbound (0 P1) / 6 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,DGFT/AQCS; USDA APHIS; MOCCAE,77,Content Writer,W6 export guide live; /routes/ hub live (W1),planned
8,2026-10-26,route-philippines-outbound,/routes/dubai-to-philippines/,New,pet relocation Dubai to Philippines,moving dog from Dubai to Philippines; pet relocation UAE to Philippines cost,informational/commercial (route),CREATE,"CREATE 2,500-3,200 words (165/mo cluster) — destination-side requirements, NOT a reversed inbound copy (brief rule): BAI SPSIC online walkthrough (60-day validity, max 3 animals), 120-day age rule, PAL/Cebu Pacific/Emirates options, PhP arrival fees (flagged for verification).","2 images (0 original-photo, 2 AI-acceptable) per image-map.csv — Hero: Owner measuring a shih tzu for a travel crate in a Dubai apa; Documents & timeline: Route document checklist + timeline diagram for Dubai to Phi",3 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,Bureau of Animal Industry (BAI); Philippine Consulate (fees — verify current); MOCCAE,77,Content Writer,W6 export guide live; /routes/ hub live (W1),planned
8,2026-10-26,route-germany-outbound,/routes/dubai-to-germany/,New,pet relocation Dubai to Germany,moving dog from Dubai to Germany; pet relocation Dubai to Europe,informational/commercial (route),CREATE,"CREATE 2,500-3,200 words (73/mo cluster + 91/mo Europe halo) — destination-side requirements, NOT a reversed inbound copy (brief rule): ""No titer needed"" hook — UAE is EU-listed (verified European Commission 2026-06-19); EU animal health certificate 10-day entry / 4-month onward validity; Regulation (EU) 2026/131 framework note; Lufthansa/EK options.","2 images (0 original-photo, 2 AI-acceptable) per image-map.csv — Hero: Owner zipping a document pouch onto a crate while a dachshun; Documents & timeline: Route document checklist + timeline diagram for Dubai to Ger",3 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,European Commission; MOCCAE,75,Content Writer,W6 export guide live; /routes/ hub live (W1),planned
8,2026-10-26,route-ksa-outbound,/routes/dubai-to-saudi-arabia/,New,pet relocation Dubai to Saudi Arabia,moving dog from Dubai to Saudi Arabia; pet transport Dubai to Riyadh,informational/commercial (route),CREATE,"CREATE 2,500-3,200 words (127/mo cluster; GCC gap) — destination-side requirements, NOT a reversed inbound copy (brief rule): MEWA Anaam/Naama permit walkthrough (30-day validity, port-specific, 6-month rabies validity), Iqama-holder constraint, road vs air from Dubai, Saudi breed-restriction warning (secondary — flag).","2 images (0 original-photo, 2 AI-acceptable) per image-map.csv — Hero: Handler loading a crated cat into an SUV at a Dubai villa be; Documents & timeline: Route document checklist + timeline diagram for Dubai to Sau",3 inbound (0 P1) / 4 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,MEWA (mewa.gov.sa); Saudia; MOCCAE,76,Content Writer,W6 export guide live; /routes/ hub live (W1),planned
8,2026-10-26,program-ops,(week 8 close-out),—,—,—,—,WEEKLY REVIEW,Weekly review of Week 8 TOP OUTBOUND ROUTES (dubai-to-uk/usa expanded; canada/australia/india/philippines/germany/saudi outbound created). 13-point weekly output checklist: (1) work completed vs plan; (2) URLs created; (3) URLs modified; (4) URLs merged/redirected; (5) keywords assigned/confirmed in keyword-lock-map; (6) internal links added vs internal-link-map; (7) images delivered vs image-map; (8) schema deployed & validated; (9) regulatory facts verified against regulatory-source-of-truth (30/90/180-day freshness); (10) problems/blockers encountered; (11) ranking movement (GSC/rank tracker); (12) indexation status; (13) next-week tasks confirmed.,—,—,—,regulatory-source-of-truth.csv; trust-claims-register.csv,P1,SEO Lead,All week-8 tasks,planned
9,2026-11-02,breed-brachycephalic,/guides/snub-nosed-dogs-flying-uae/,New,snub-nosed dog flying to Dubai,brachycephalic breeds flying UAE; French bulldog fly to Dubai; can pugs fly to Dubai; flying Persian cat to Dubai,informational (breed anxiety),CREATE,"CREATE 1,800-2,400 words (competitor gap #7 — mentioned everywhere, dedicated nowhere; 100/mo cluster): breed-by-breed airline matrix (Emirates/Etihad/flydubai), IATA +10% crate rule with worked sizing example, seasonal embargo calendar, Persian cat coverage. CTA: Check Pet Eligibility.","3 images (0 original-photo, 3 AI-acceptable) per image-map.csv — Hero: Calm French bulldog sitting in a roomy open crate with good ; Risk section: Anatomy comparison diagram: brachycephalic vs standard airwa; Crate rule section: Crate size comparison diagram: standard fit vs one size larg",3 inbound (0 P1) / 3 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList,"IATA (CR1 +10% rule, hot-season advisory); Emirates; flydubai (secondary — flag)",69,Content Writer,/guides/ hub live,planned
9,2026-11-02,airline-seasonal,/guides/pet-travel-summer-dubai/,Existing,pet travel Dubai summer,summer pet embargo Dubai; flying pets to Dubai in summer; heat embargo pets UAE airlines,informational/seasonal,EXPAND,"Keep ~1,400-1,700 words; refresh embargo content (Emirates bird transit ban 1 May-30 Sep verified; ~29-30C ground-temp thresholds secondary — label); cross-link new snub-nosed guide; set annual April refresh reminder.","3 images (0 original-photo, 3 AI-acceptable) per image-map.csv — Hero: Dog lying on cool tile in deep shade beside a water bowl, he; Embargo section: Annual calendar strip diagram marking typical embargo months; Alternatives section: Comparison diagram: wait for autumn vs fly approved windows ",2 inbound (0 P1) / 1 outbound planned in internal-link-map.csv,Organization + WebSite + FAQPage + BreadcrumbList + Article,Emirates; IATA; PetTravel.com (secondary thresholds — flagged),57,Content Writer,W9 snub-nosed guide for cross-link,planned
9,2026-11-02,governance-breeds,/guides/banned-dog-breeds-dubai/,Existing,banned dog breeds Dubai,banned dog breeds UAE; restricted dog breeds UAE; which dog breeds are banned in Dubai; UAE dangerous dog breeds law,informational,EXPAND,"EXPAND 1,645 -> 2,000-2,400 words (owns 1,040/mo cluster): full Federal Law 22/2016 Annex 2 list + Ministerial Decree 190/2021 amendment (service/assistance dog import conditions), Dubai Municipality enforcement/fines, mixed-breed assessment pathway.","3 images (0 original-photo, 3 AI-acceptable) per image-map.csv — Hero: Flat illustration of a dog silhouette behind a magnifying gl; Breed status section: Decision tree diagram for breed eligibility; Mixed-breed section: Coordinator photographing a mixed-breed dog side-on against ",3 inbound (1 P1) / 1 outbound planned in internal-link-map.csv,Organization + WebSite + FAQPage + BreadcrumbList + Article,u.ae Federal Law 22/2016; Ministerial Decree 190/2021 (ECOLEX/Ministry of Justice); Dubai Municipality,60,Content Writer,—,planned
9,2026-11-02,cost-crate,/guides/iata-pet-crate-requirements/,Existing,IATA pet crate requirements,IATA approved pet crate Dubai; what size crate for my dog to fly; IATA crate requirements pets,informational,EXPAND,"Keep ~1,500 words; ADD crate measurement diagram (A/B/C/D formula visual) and plan interactive crate-size calculator ON THIS URL (tools live on existing pages, not new URLs); cross-link snub-nosed +10% rule.","3 images (0 original-photo, 3 AI-acceptable) per image-map.csv — Hero: Full crate measurement diagram: dog outline with A/B/C/D arr; Construction rules section: Annotated crate anatomy diagram (door, vents, bolts, bowl, f; Sizing service section: Coordinator measuring a beagle's length with a soft tape whi",3 inbound (0 P1) / 2 outbound planned in internal-link-map.csv,Organization + WebSite + FAQPage + BreadcrumbList + Article,IATA (CR1 formula verified first-party),64,Content Writer,Image Producer: measurement diagram,planned
9,2026-11-02,breed-dog,/dog-relocation-to-dubai/,Existing,dog relocation to Dubai,bringing a dog to Dubai; how to bring a dog to Dubai; can I bring my dog to Dubai,informational/commercial (inbound species),EXPAND (light),"Q9, 3,395 words, already ranks — do NOT move URL (ruling 8): light expand of breed/airline sections, confirm 90-day VETO fix (W1), keep correct Etihad USD 399; cross-link new snub-nosed + airline guides.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Labrador stepping out of an open travel crate into a Dubai a; Crate sizing section: Diagram showing how to measure a dog for an IATA crate",1 inbound (0 P1) / 1 outbound planned in internal-link-map.csv,Organization + WebSite + FAQPage + BreadcrumbList + Article,MOCCAE; Etihad; IATA,90,Content Writer,W1 corrections,planned
9,2026-11-02,breed-cat,/cat-relocation-to-dubai/,Existing,cat relocation to Dubai,how to bring a cat to Dubai; can I bring my cat to Dubai; moving cat to Dubai,informational/commercial (inbound species),EXPAND (light),"Q9, 4,007 words, strongest info page — keep URL (ruling 9): light expand Persian/snub-nosed cat section linking new guide; clarify Emirates USD 1,500-5,000 is cargo; confirm VETO fix.","2 images (0 original-photo, 2 AI-acceptable) per image-map.csv — Hero: Persian cat sitting inside an open top-loading carrier on a ; Carrier acclimation section: Four-panel strip diagram of carrier acclimation steps over t",1 inbound (0 P1) / 1 outbound planned in internal-link-map.csv,Organization + WebSite + FAQPage + BreadcrumbList + Article,MOCCAE; Emirates; Etihad,84,Content Writer,W1 corrections,planned
9,2026-11-02,urgency,/service/emergency-pet-relocation/,New (HOLD),urgent pet relocation Dubai,same-day pet transport Dubai; emergency vet clearance certificate Dubai same day,commercial (urgency),HOLD — CAPABILITY GATE,"Do NOT build until business confirms urgent/last-minute capability in writing (urgency cluster only ~150/mo, mostly low-intent). Decision gate this week: stakeholder answers capability question; if confirmed, schedule for next cycle with same-day SLA content; if not, keep in backlog. Record decision in change-log.csv.",—,—,TBD (Service + FAQPage),—,81 (score; capability-blocked),SEO Lead,Stakeholder capability confirmation (BLOCKING),planned
9,2026-11-02,program-ops,(week 9 close-out),—,—,—,—,WEEKLY REVIEW,Weekly review of Week 9 ANIMAL + SPECIAL CASES (snub-nosed guide created; summer/banned-breeds/crate guides expanded; dog/cat root pages refreshed; emergency-page gate decided). 13-point weekly output checklist: (1) work completed vs plan; (2) URLs created; (3) URLs modified; (4) URLs merged/redirected; (5) keywords assigned/confirmed in keyword-lock-map; (6) internal links added vs internal-link-map; (7) images delivered vs image-map; (8) schema deployed & validated; (9) regulatory facts verified against regulatory-source-of-truth (30/90/180-day freshness); (10) problems/blockers encountered; (11) ranking movement (GSC/rank tracker); (12) indexation status; (13) next-week tasks confirmed.,—,—,—,regulatory-source-of-truth.csv; trust-claims-register.csv,P1,SEO Lead,All week-9 tasks,planned
10,2026-11-09,local-consolidation,8 content redirects GO LIVE,Existing,—,—,—,MERGE/REDIRECT EXECUTION,"Fire the 8 staged 301s (staged W1): /cities/dubai/->/dubai/; karama->bur-dubai; bluewaters->jbr; port-de-la-mer->jumeirah; city-walk->downtown-dubai; al-wasl->umm-suqeim; international-city->dubai-silicon-oasis; sheikh-zayed-road->/dubai/. BEFORE firing: salvage unique snippets (incl. /cities/dubai/ 2,302-word Dubai Municipality/emirate sections) into expanded targets; update sitemap + internal links; monitor GSC for 2 weeks post-merge.",—,Update all internal links pointing at merged URLs,Remove LocalBusiness schema from redirected URLs,redirect-map.csv; ND1-ND5 crawl data,P1,Developer,W10 target-page expansions complete FIRST,planned
10,2026-11-09,local-hub,/dubai/,Existing,pet relocation Dubai (community coverage),pet relocation Dubai Marina; pet relocation Palm Jumeirah; pet relocation JLT; pet relocation near me,commercial/navigational (hub),EXPAND (hub rebuild),"REBUILD 523 -> 1,200-1,800 words: real community directory grouped marina/coastal, villa suburbs, new developments, old Dubai with unique 2-3-line blurbs per kept area; absorb Dubai Municipality/emirate-level content salvaged from /cities/dubai/; SZR corridor as line item; 90-day VETO fix verify.","2 images (1 original-photo, 1 AI-acceptable) per image-map.csv — Hero: Owner walking a golden retriever along a marina promenade wi; Community directory: Flat map diagram grouping Dubai communities by lifestyle (ma",6 inbound (2 P1) / 35 outbound planned in internal-link-map.csv,Organization + WebSite + BreadcrumbList + LocalBusiness + ItemList,Dubai Municipality; u.ae,67,Content Writer,/cities/dubai/ salvage BEFORE redirect fires,planned
10,2026-11-09,core-money-ad,/cities/abu-dhabi/,Existing,pet relocation Abu Dhabi,pet transport Abu Dhabi; pet movers Abu Dhabi; pet taxi Abu Dhabi; Etihad pets in cabin,commercial/local,EXPAND,"EXPAND 2,762 -> 3,000-3,500 words (260/mo est., weak SERP — wide open): Etihad cabin step-by-step (USD 399 verified; reconcile site ""AED 700-1,500""), ADCM registration walkthrough, AUH release permit/Bill of Entry (MICCO figures — verify), inter-emirate transfer logistics; links /guides/etihad-pet-policy/ (W11 — add link when live).","2 images (0 original-photo, 2 AI-acceptable) per image-map.csv — Hero: Owner carrying a soft cat carrier through a bright Abu Dhabi; Local logistics: Unbranded pet transport van parked outside an Abu Dhabi corn",3 inbound (0 P1) / 3 outbound planned in internal-link-map.csv,Organization + WebSite + LocalBusiness + FAQPage + BreadcrumbList,Etihad; ADRO; MICCO (verify); ADCM,69,Content Writer,W1 corrections,planned
10,2026-11-09,core-money-shj,/cities/sharjah/,New,pet relocation Sharjah,pet transport Sharjah to Dubai; pet movers Sharjah,commercial/local,CREATE,"CREATE 1,800-2,400 words (140/mo; ISS ranks with generic mover blog — beatable): Sharjah municipality pet rules, SHJ/Air Arabia cargo angle, Sharjah-Dubai inter-emirate logistics (E311/E11). No relocator has a real Sharjah page.","2 images (0 original-photo, 2 AI-acceptable) per image-map.csv — Hero: Owner walking a small mixed-breed dog along a Sharjah lagoon; Inter-emirate section: Simple route diagram linking Sharjah homes to DXB and SHJ ai",3 inbound (0 P1) / 3 outbound planned in internal-link-map.csv,Article + FAQPage + BreadcrumbList + LocalBusiness,Sharjah Municipality rules (verify first-party); MOCCAE,85,Content Writer,/cities/ hub live (W1),planned
