URL,Section,Image Objective,Subject,Pet,People,Setting,Orientation,Aspect Ratio,Suggested Filename,Alt Text,Caption,Original Photo Preferred?,AI Image Acceptable?,Image-Generation Prompt,Notes
"https://dubai-pet-relocation.ae/service/pet-relocation-to-dubai/","Detail","First-weeks-in-Dubai support","Owner setting up a water bowl and bed corner for a spaniel in a new apartment","Cocker spaniel","Owner kneeling","Apartment corner with pet bed","landscape","4:3","settling-in-first-week-dubai-spaniel-pet-corner.jpg","Owner preparing a pet corner for their cocker spaniel during the first week in Dubai","Arrival day is day one of settling in - heat, walks and vet registration come next.","no","yes","Photorealistic documentary-style image of an owner arranging a pet bed and water bowl corner while a cocker spaniel sniffs around, new apartment, boxes half-unpacked, warm natural light, authentic Dubai/UAE context, no logos, no text, editorial photography, landscape 4:3.","Links to /guides/dubai-pet-arrival-guide/"
"https://dubai-pet-relocation.ae/service/pet-relocation-to-dubai/","CTA","Quote prompt","Phone in hand showing a plain chat bubble composition next to a sleeping puppy","Golden retriever puppy","Hand only","Sofa, evening light","landscape","16:9","pet-relocation-to-dubai-cta-quote-phone-puppy.jpg","Requesting a pet relocation quote by phone with a golden retriever puppy asleep nearby","One message with your route and your pet's breed - a plan comes back.","no","yes","Photorealistic documentary-style image of a hand holding a smartphone with a generic chat bubble composition beside a sleeping golden retriever puppy, screen abstract, no app branding, warm natural light, authentic Dubai/UAE context, no logos, no text, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/service/pet-relocation-from-dubai/","Hero","Outbound hero: the goodbye-to-Dubai mood, hopeful not sad","Owner and a husky on a Dubai balcony at golden hour, packed crate at their feet","Husky","Owner seated beside dog","High-rise balcony, golden hour skyline","landscape","16:9","pet-relocation-from-dubai-husky-balcony-golden-hour.jpg","Owner with their husky on a Dubai balcony beside a packed travel crate before relocating from Dubai","Dubai has been home. Getting out with a pet takes a plan - here is ours.","no","yes","Photorealistic documentary-style image of an owner sitting with a husky on a high-rise Dubai balcony at golden hour, a closed travel crate beside them, hopeful mood, not exaggerated emotion, warm natural light, authentic Dubai/UAE context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/service/pet-relocation-from-dubai/","Process","Map the outbound journey","Seven-step outbound journey diagram with destination-variation callout","Icons","None","Flat diagram","landscape","16:9","pet-relocation-from-dubai-outbound-journey-diagram.png","Outbound pet relocation journey from Dubai with destination-specific rules highlighted","","no","yes","Clean flat-design infographic: seven-step outbound arc from Dubai with a branching node at step one. Labels: Destination rules (they differ); Vet and vaccinations; Export health certificate; MOCCAE export certificate; Flight booking; Departure day; Arrival support. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","Branch node visualises that every destination is different"
"https://dubai-pet-relocation.ae/service/pet-relocation-from-dubai/","Detail","Document prep close-up","Checklist card with ticked boxes beside a zip-tied document pouch on a crate top","None","Hands only","Tabletop, crate edge visible","landscape","4:3","export-documents-crate-pouch-checklist-dubai.jpg","Export documents pouch secured to a pet travel crate before departure from Dubai","The document pouch travels on the crate - checked, copied and backed up digitally.","no","yes","Photorealistic documentary-style image of a document pouch zip-tied to the top of a pet travel crate beside a ticked checklist card, documents generic, no official seals or readable data, warm natural light, no logos, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/service/pet-relocation-from-dubai/","CTA","Departure moment","Owner closing a villa door carrying a cat carrier toward a waiting van","Black cat in carrier","Owner + van in background","Dubai villa doorway, morning","landscape","16:9","pet-relocation-from-dubai-cta-cat-carrier-departure.jpg","Owner carrying a cat carrier out of a Dubai villa to begin a relocation abroad","Tell us where life is going next. We will get your pet there.","no","yes","Photorealistic documentary-style image of an owner carrying a cat carrier out of a Dubai villa door toward a waiting unbranded van, morning light, forward-motion feel, warm natural light, authentic Dubai/UAE context, no logos, no text, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/service/dog-relocation-dubai/","Hero","Species money page hero: competence with large dogs","German Shepherd being measured for a crate by a coordinator in a villa garden","German Shepherd","Coordinator with tape","Villa garden, morning shade","landscape","16:9","dog-relocation-dubai-german-shepherd-crate-measurement.jpg","Coordinator measuring a German Shepherd for an IATA travel crate during dog relocation planning in Dubai","Big dogs, banned-breed questions, summer rules - this page is where they get answered.","yes","no","N/A - original photography required. Shot brief: real measurement session; this page covers breed eligibility where trust matters most",""
"https://dubai-pet-relocation.ae/service/dog-relocation-dubai/","Process","Dog-specific journey","Six-step dog relocation diagram with breed-check first step","Dog icons","None","Flat diagram","landscape","16:9","dog-relocation-dubai-process-diagram.png","Dog relocation process in Dubai: breed eligibility, crate sizing, vaccinations, permits, flight, arrival","","no","yes","Clean flat-design infographic: six-step horizontal dog-relocation flow with a magnifier icon on step one. Labels: Breed eligibility check; Crate sizing; Vaccination timeline; Permits; Flight day; Arrival. Sand-and-teal palette, no brand logos, landscape 16:9.",""
"https://dubai-pet-relocation.ae/service/dog-relocation-dubai/","Detail","Snub-nosed and summer rules teaser","Split diagram: brachycephalic vs standard head shapes with larger-crate note","Flat dog head profiles","None","Flat diagram","landscape","16:9","snub-nosed-vs-standard-dog-crate-rule-diagram.png","Snub-nosed versus standard dog head shapes and the larger crate rule for UAE flights","","no","yes","Clean flat-design infographic: side-by-side flat profiles of a brachycephalic dog (pug-type) and a standard-muzzle dog with a larger crate outline behind the snub-nosed profile. Labels: Snub-nosed (brachycephalic); Standard muzzle; Larger crate required; Heat-sensitive. Sand-and-teal palette, no brand logos, landscape 16:9.","Full detail lives on new /guides/snub-nosed-dogs-flying-uae/"
"https://dubai-pet-relocation.ae/service/dog-relocation-dubai/","CTA","Happy outcome","Labrador off-leash on a grassy Dubai community dog park at sunrise","Labrador","Owner throwing ball, back view","Dubai community dog park, sunrise","landscape","16:9","dog-relocation-dubai-cta-labrador-dog-park-sunrise.jpg","Labrador playing in a Dubai community dog park after relocating to the UAE","The best relocation is the one your dog forgets by the weekend.","no","yes","Photorealistic documentary-style image of a labrador running on grass toward a thrown ball in a Dubai community dog park at sunrise, joyful but natural, warm natural light, authentic Dubai/UAE context, no logos, no text, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/service/cat-relocation-dubai/","Hero","Species money page hero: calm-first positioning","British Shorthair cat resting half-inside an open carrier on a living-room rug","British Shorthair cat","None","Dubai apartment living room","landscape","16:9","cat-relocation-dubai-british-shorthair-calm-carrier.jpg","Relaxed British Shorthair cat in an open travel carrier before a Dubai cat relocation","A calm cat travels better than a sedated one. Here is how we get there.","yes","no","N/A - original photography required. Shot brief: real cat in a genuinely relaxed posture; calm-cat imagery is this page's core trust signal and is hard to fake convincingly",""
"https://dubai-pet-relocation.ae/service/cat-relocation-dubai/","Process","Cat-specific journey","Five-step cat relocation diagram starting with carrier acclimation","Cat icons","None","Flat diagram","landscape","16:9","cat-relocation-dubai-process-diagram.png","Cat relocation process in Dubai: carrier acclimation, vet checks, documents, flight, quiet arrival","","no","yes","Clean flat-design infographic: five-step horizontal cat-relocation flow with a carrier icon first. Labels: Carrier acclimation (2 weeks); Vet and documents; MOCCAE permits; Flight day; Quiet first 48 hours. Sand-and-teal palette, no brand logos, landscape 16:9.",""
"https://dubai-pet-relocation.ae/service/cat-relocation-dubai/","Detail","Sedation guidance visual","Diagram explaining why sedation is avoided at altitude","Cat and cabin icons","None","Flat diagram","landscape","16:9","why-no-sedation-cats-flying-diagram.png","Why vets advise against sedating cats for flights: blood pressure and balance effects at altitude","","no","yes","Clean flat-design infographic: simple do/don't panel - left shows calming alternatives, right shows a crossed-out pill icon with a caution note. Labels: Do: acclimate early, familiar bedding, pheromone spray; Don't: sedate unless a vet explicitly instructs; Airline rules plus vet guidance. Sand-and-teal palette, no brand logos, landscape 16:9.","No medical dosage info; visual signpost to the section"
"https://dubai-pet-relocation.ae/service/cat-relocation-dubai/","CTA","Calm domestic close","Owner reading on a sofa while a tabby cat sleeps in an open carrier beside them","Tabby cat","Owner reading","Apartment, lamplight","landscape","16:9","cat-relocation-dubai-cta-tabby-sleeping-carrier.jpg","Tabby cat asleep in its open carrier beside its owner, fully acclimated before a Dubai move","Two weeks of preparation, one calm flight. Start the conversation.","no","yes","Photorealistic documentary-style image of a tabby cat asleep in an open-door carrier next to an owner reading on a sofa, warm lamp light, domestic calm, authentic Dubai/UAE context, no logos, no text, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/service/moccae-pet-permit/","Hero","Permit-service hero: paperwork mastery without fake documents","Coordinator's desk with an organised permit application folder, checklist and pet booklet, laptop closed","None","Coordinator hands","Desk, top-down","landscape","16:9","moccae-pet-permit-application-folder-dubai-desk.jpg","MOCCAE pet permit application folder being prepared on a coordinator's desk in Dubai","Permits are a detail game. We play it pedantically.","yes","no","N/A - original photography required. Shot brief: real workspace with real redacted documents; anything resembling an official MOCCAE document must be genuine or not shown at all","Never render a fake permit"
"https://dubai-pet-relocation.ae/service/moccae-pet-permit/","Process","Application flow","Flowchart of the permit application from documents to approval","Document icons","None","Flat diagram","landscape","16:9","moccae-import-permit-application-flowchart.png","MOCCAE pet import permit application flow from document collection to approval tracking","","no","yes","Clean flat-design infographic: flowchart with a decision diamond for 'documents complete?' looping back to a fix step, then forward to submission and approval tracking. Labels: Collect documents; Documents complete? (yes/no); Submit application; Track approval; Permit issued (validity per page copy). Sand-and-teal palette, no fake official seals, landscape 16:9.","Validity and fees as editable overlays from verified copy only"
"https://dubai-pet-relocation.ae/service/moccae-pet-permit/","Detail","Rejection reasons","Checklist diagram of the most common application mistakes","Warning icons","None","Flat diagram","landscape","16:9","moccae-permit-common-rejection-reasons-diagram.png","Common MOCCAE pet permit rejection reasons: expired vaccines, microchip mismatches and timing errors","","no","yes","Clean flat-design infographic: vertical checklist with warning icons of typical permit rejection causes. Labels: Vaccination outside its validity window; Microchip number mismatch; Missing titer result where required; Permit requested outside its validity window. Sand-and-teal palette, no brand logos, landscape 16:9.","Exact wording set by verified page copy"
"https://dubai-pet-relocation.ae/service/moccae-pet-permit/","CTA","Approved graphic","Flat graphic of a document folder with a friendly checkmark badge","None","None","Flat graphic","square","1:1","moccae-permit-approved-graphic-dubai.png","Stylised application-approved graphic for a MOCCAE pet permit service","Send us your pet's documents. We will tell you what is missing before MOCCAE does.","no","yes","Flat-design graphic of a document folder with a large friendly checkmark badge, sand-and-teal palette, no official seals, no coat of arms, no government-style emblems, no readable document text, square 1:1.","Deliberately generic so it cannot be mistaken for an actual permit"
"https://dubai-pet-relocation.ae/service/corporate-pet-relocation/","Hero","B2B hero: employee-move reality, not corporate smiling suits","Employee packing a Dubai apartment for an international assignment while their cat watches from a carrier","Grey cat in carrier","Employee packing, candid","Apartment mid-pack, moving boxes","landscape","16:9","corporate-pet-relocation-employee-packing-cat-dubai.jpg","Employee packing a Dubai apartment for a corporate relocation while their cat waits in its carrier","Your people move for work. Their pets are part of the package.","no","yes","Photorealistic documentary-style image of an employee taping moving boxes in a Dubai apartment while a grey cat watches from an open carrier, documentary HR-relocation reality, no suits-and-handshakes staging, warm natural light, authentic Dubai/UAE context, no logos, no text, editorial photography, landscape 16:9.","Deliberately avoids generic corporate imagery per program rules"
"https://dubai-pet-relocation.ae/service/corporate-pet-relocation/","Process","B2B workflow","Workflow diagram of a corporate pet-move program from HR referral to post-arrival report","Icons","None","Flat diagram","landscape","16:9","corporate-pet-relocation-program-workflow-diagram.png","Corporate pet relocation workflow: HR referral, employee consultation, move execution, arrival confirmation","","no","yes","Clean flat-design infographic: swimlane workflow with three lanes (HR, employee, coordinator) and five stages. Labels: HR referral; Employee consultation; Documentation and permits; Move execution; Arrival confirmation to HR. Sand-and-teal palette, no brand logos, landscape 16:9.","New page - create with the page build"
"https://dubai-pet-relocation.ae/service/corporate-pet-relocation/","Detail","Multi-pet / executive move","Two crates side by side (cat and small dog) strapped into a van for an executive family move","Cat + Pomeranian in crates","Handler","Van cargo area","landscape","4:3","corporate-multi-pet-move-crates-van-dubai.jpg","Two pets in secured crates ready for an executive family relocation from Dubai","Two pets, two countries, one invoice - volume and SLA terms for HR teams.","no","yes","Photorealistic documentary-style image of two secured travel crates, a cat and a Pomeranian, strapped side by side in an unbranded van, clean logistics feel, warm natural light, authentic Dubai/UAE context, no logos, no text, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/service/corporate-pet-relocation/","CTA","HR contact","Laptop on a desk with a plain email draft composition and a paw-print sticker on the lid","None","Hand on keyboard","Office desk","landscape","16:9","corporate-pet-relocation-hr-contact-cta.jpg","HR manager contacting Dubai Pet Relocation about an employee pet relocation program","One point of contact for every employee move with paws attached.","no","yes","Photorealistic documentary-style image of a laptop with a plain email draft composition on a desk, paw-print sticker on the lid, no readable addresses, no real company branding, warm natural light, no logos, no text, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/routes/","Hero","New hub (fixes live 404): orient visitors across 21 corridors","Flat route-map diagram grouping inbound and outbound corridors around a Dubai hub marker","Plane/paw icons","None","Flat map diagram","landscape","16:9","pet-relocation-routes-hub-inbound-outbound-map.png","Map of pet relocation routes to and from Dubai grouped into inbound and outbound corridors","Every corridor has different rules. Pick yours.","no","yes","Clean flat-design infographic: stylised map with a central Dubai marker and two colour-coded families of route arcs - inbound corridors (UK, USA, Canada, Australia, India, Philippines, New Zealand, South Africa, Germany, France, Netherlands, Singapore, Saudi Arabia) and outbound corridors (UK, USA, Canada, Australia, India, Philippines, Germany, Saudi Arabia). Labels: Inbound to Dubai (one colour); From Dubai (second colour); corridor names as small tags. Sand-and-teal palette, no brand logos, landscape 16:9.","New page - build with the hub; keep country tags editable as routes are added"
"https://dubai-pet-relocation.ae/routes/","Route cards","Card background texture for route cards","Flat icon set: crate, plane silhouette, document, paw","Icons","None","Flat icon set","landscape","16:9","route-card-icons-crate-plane-document-paw.png","Icon set used across pet relocation route cards","","no","yes","Clean flat-design icon set of four matching line icons: IATA travel crate, generic plane silhouette (no airline livery), document folder, paw print, sand-and-teal palette, consistent stroke width, no brand logos, landscape 16:9 sheet.","Generic plane only - no airline branding"
"https://dubai-pet-relocation.ae/routes/uk-to-dubai/","Hero","Represent the UK origin context honestly (no fake airport scenes)","Cocker spaniel in an English garden beside an open travel crate, brick terraced house behind","Cocker spaniel","Owner kneeling in garden","UK suburban garden, overcast soft light","landscape","16:9","uk-to-dubai-cocker-spaniel-english-garden-crate.jpg","Cocker spaniel beside a travel crate in a UK garden before relocating from the UK to Dubai","From an English garden to a Dubai villa - one of the simplest corridors we run.","no","yes","Photorealistic documentary-style image of a cocker spaniel beside an open travel crate in a brick-terraced English back garden, owner kneeling nearby, soft overcast British light, authentic UK residential context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","Editorial scene, not presented as documentary evidence of a specific move"
"https://dubai-pet-relocation.ae/routes/uk-to-dubai/","Documents & timeline","Make the low-risk no-titer advantage scannable","Route document checklist + timeline diagram for UK to Dubai","Icons","None","Flat diagram","landscape","16:9","uk-to-dubai-pet-relocation-documents-timeline-diagram.png","Documents and timeline for moving a pet from the UK to Dubai, including the 21-day rabies wait","","no","yes","Clean flat-design infographic: combined checklist and timeline strip for UK-to-Dubai pet relocation. Labels: Microchip; Rabies vaccination; 21-day wait; No titer test needed (UK is low-risk); Health certificate; MOCCAE import permit; Direct flight; DXB clearance. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","Days/validity figures must be filled from verified page copy before export"
"https://dubai-pet-relocation.ae/routes/uk-to-dubai/","Arrival & reunion","Close with the Dubai arrival outcome","Owner and cocker spaniel on a Dubai villa patio at golden hour after arrival","Cocker spaniel","Owner relaxing on patio","Dubai villa patio, golden hour","landscape","16:9","uk-to-dubai-arrival-cocker-spaniel-dubai-villa-patio.jpg","Cocker spaniel reunited with its owner on a Dubai villa patio after relocating from the UK","Six to eight weeks of planning, one easy flight, one very happy spaniel.","no","yes","Photorealistic documentary-style image of a cocker spaniel stretched out on a Dubai villa patio at golden hour beside its relaxed owner, warm natural light, authentic Dubai/UAE context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","Same breed as hero for story continuity"
"https://dubai-pet-relocation.ae/routes/usa-to-dubai/","Hero","Represent the US origin context","Labrador on an American suburban porch beside a travel crate and moving boxes","Labrador","Owner taping a box","US suburban home porch, late afternoon","landscape","16:9","usa-to-dubai-labrador-suburban-porch-crate.jpg","Labrador on a US suburban porch beside a travel crate before relocating from the USA to Dubai","Rules vary by state; the destination rules do not. We handle both ends.","no","yes","Photorealistic documentary-style image of a labrador sitting on an American suburban porch beside a travel crate and moving boxes, late-afternoon light, authentic US residential context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","Editorial scene, not documentary evidence of a specific move"
"https://dubai-pet-relocation.ae/routes/usa-to-dubai/","Documents & timeline","Show USDA endorsement step clearly","Route document checklist + timeline diagram for USA to Dubai","Icons","None","Flat diagram","landscape","16:9","usa-to-dubai-pet-relocation-documents-timeline-diagram.png","Documents and timeline for moving a pet from the USA to Dubai, including USDA-endorsed health certificate","","no","yes","Clean flat-design infographic: combined checklist and timeline strip for USA-to-Dubai pet relocation. Labels: Microchip; Rabies vaccination; USDA-accredited vet; Health certificate (USDA endorsed); MOCCAE import permit; Flight; DXB clearance. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","Figures from verified page copy"
"https://dubai-pet-relocation.ae/routes/usa-to-dubai/","Arrival & reunion","Close with the Dubai arrival outcome","Labrador stepping onto cool tile floor of a Dubai apartment, owner laughing","Labrador","Owner in doorway","Dubai apartment interior, bright","landscape","16:9","usa-to-dubai-arrival-labrador-dubai-apartment.jpg","Labrador arriving at its new Dubai apartment after relocating from the USA","Fourteen hours in the air, thirty seconds to find the cool tile floor.","no","yes","Photorealistic documentary-style image of a labrador stepping onto a cool tiled apartment floor while its owner watches laughing from a doorway, bright Dubai interior, warm natural light, authentic Dubai/UAE context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/routes/india-to-dubai/","Hero","Represent the India origin context","Beagle in a Mumbai apartment beside an open travel crate, ceiling fan and balcony plants","Beagle","Owner sitting cross-legged","Indian city apartment, warm daylight","landscape","16:9","india-to-dubai-beagle-mumbai-apartment-crate.jpg","Beagle in a Mumbai apartment beside a travel crate before relocating from India to Dubai","India is a high-risk-listed route - the titer test drives your whole timeline.","no","yes","Photorealistic documentary-style image of a beagle in a Mumbai apartment beside an open travel crate, ceiling fan and balcony plants, warm daylight, authentic Indian residential context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","Editorial scene, not documentary evidence"
"https://dubai-pet-relocation.ae/routes/india-to-dubai/","Documents & timeline","Explain the RNATT-driven 3-4 month timeline","Route timeline diagram emphasising the titer test sequence","Icons","None","Flat diagram","landscape","16:9","india-to-dubai-rnatt-timeline-diagram.png","India to Dubai pet relocation timeline driven by the rabies titer test (RNATT)","","no","yes","Clean flat-design infographic: horizontal timeline for India-to-Dubai pet relocation with the titer test sequence highlighted. Labels: Microchip and rabies vaccination; RNATT blood sample; Accredited lab result; Permit window; Flight; DXB clearance. Sand-and-teal palette, titer steps in accent colour, no brand logos, no fake official seals, landscape 16:9.","Timing labels strictly from verified page copy (RNATT timing rules under correction)"
"https://dubai-pet-relocation.ae/routes/india-to-dubai/","Arrival & reunion","Close with the Dubai arrival outcome","Family greeting their beagle at a Dubai apartment door after the long relocation","Beagle","Family of three kneeling","Dubai apartment entrance hall","landscape","16:9","india-to-dubai-arrival-beagle-family-reunion.jpg","Family reunited with their beagle in Dubai after relocating from India","Months of waiting, one doorway. Worth it.","no","yes","Photorealistic documentary-style image of a family of three kneeling at a Dubai apartment door greeting their beagle, joyful but unposed, warm natural light, authentic Dubai/UAE context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/routes/australia-to-dubai/","Hero","Represent the Australia origin context","Border collie in a sunny Australian backyard beside a travel crate, eucalyptus and fence","Border collie","Owner with checklist","Australian backyard, bright sun","landscape","16:9","australia-to-dubai-border-collie-backyard-crate.jpg","Border collie in an Australian backyard beside a travel crate before relocating to Dubai","Low-risk country, strict export rules - AQIS paperwork is the spine of this route.","no","yes","Photorealistic documentary-style image of a border collie in a sunny Australian backyard beside a travel crate, eucalyptus and timber fence, bright sun, authentic Australian residential context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/routes/australia-to-dubai/","Documents & timeline","Show AQIS export steps plus UAE import steps side by side","Two-lane diagram: Australia export steps and UAE import steps","Icons","None","Flat diagram","landscape","16:9","australia-to-dubai-aqis-export-import-diagram.png","Australia to Dubai pet relocation: AQIS export steps alongside UAE import steps","","no","yes","Clean flat-design infographic: two-lane flow diagram, top lane Australia export (AQIS) steps, bottom lane UAE import steps, converging at a flight node. Labels: AQIS export permit; Approved vet checks; Export health certificate; MOCCAE import permit; Flight; DXB clearance. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","Steps from verified page copy"
"https://dubai-pet-relocation.ae/routes/australia-to-dubai/","Arrival & reunion","Close with the Dubai arrival outcome","Border collie drinking from a water bowl in a shaded Dubai villa garden on arrival day","Border collie","Owner refilling bowl","Dubai villa garden, shade","landscape","16:9","australia-to-dubai-arrival-border-collie-dubai-garden.jpg","Border collie settling into a Dubai villa garden after relocating from Australia","After that flight, shade and water are the whole agenda.","no","yes","Photorealistic documentary-style image of a border collie drinking from a water bowl in a shaded Dubai villa garden, owner refilling it, warm natural light, authentic Dubai/UAE context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/routes/canada-to-dubai/","Hero","Represent the Canada origin context","Golden retriever in a snowy Canadian backyard beside a travel crate","Golden retriever","Owner in winter coat","Canadian backyard, light snow","landscape","16:9","canada-to-dubai-golden-retriever-snow-backyard-crate.jpg","Golden retriever in a snowy Canadian backyard beside a travel crate before relocating to Dubai","From a Canadian winter to a Dubai winter - your dog gets the better end of that deal.","no","yes","Photorealistic documentary-style image of a golden retriever in a lightly snow-covered Canadian backyard beside a travel crate, owner in a winter coat, crisp daylight, authentic Canadian residential context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/routes/canada-to-dubai/","Documents & timeline","Show CFIA-specific steps","Route document checklist + timeline diagram for Canada to Dubai","Icons","None","Flat diagram","landscape","16:9","canada-to-dubai-cfia-documents-timeline-diagram.png","Documents and timeline for moving a pet from Canada to Dubai, including CFIA endorsement","","no","yes","Clean flat-design infographic: checklist and timeline strip for Canada-to-Dubai pet relocation. Labels: Microchip; Rabies vaccination; CFIA-endorsed health certificate; MOCCAE import permit; Flight; DXB clearance. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","Figures from verified page copy"
"https://dubai-pet-relocation.ae/routes/philippines-to-dubai/","Hero","Represent the Philippines origin context","Shih tzu on a Manila condo balcony beside a soft carrier","Shih tzu","Owner seated inside doorway","Manila condo balcony, tropical plants","landscape","16:9","philippines-to-dubai-shih-tzu-manila-condo-carrier.jpg","Shih tzu on a Manila condo balcony beside a carrier before relocating to Dubai","A high-risk route with a long runway - start four months before your flight.","no","yes","Photorealistic documentary-style image of a shih tzu on a Manila condominium balcony beside a soft carrier, tropical plants, warm humid light, authentic Philippine residential context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/routes/philippines-to-dubai/","Documents & timeline","Explain RNATT timeline like the India route but visually distinct","Route timeline diagram with titer sequence for Philippines to Dubai","Icons","None","Flat diagram","landscape","16:9","philippines-to-dubai-rnatt-timeline-diagram.png","Philippines to Dubai pet relocation timeline driven by the rabies titer test (RNATT)","","no","yes","Clean flat-design infographic: horizontal timeline for Philippines-to-Dubai pet relocation with the titer sequence highlighted. Labels: Microchip and rabies vaccination; RNATT sample; Accredited lab result; MOCCAE import permit; Flight; DXB clearance. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","Use a different layout variant from the India diagram to avoid template feel"
"https://dubai-pet-relocation.ae/routes/new-zealand-to-dubai/","Hero","Represent the New Zealand origin context","Kelpie on a green New Zealand lawn beside a travel crate, hills behind","Kelpie","Owner with crate door open","NZ rural-suburban lawn, soft light","landscape","16:9","new-zealand-to-dubai-kelpie-lawn-crate.jpg","Kelpie on a New Zealand lawn beside a travel crate before relocating to Dubai","New Zealand's biosecurity is famously strict - leaving with a pet is a process of its own.","no","yes","Photorealistic documentary-style image of a kelpie standing on a lush New Zealand lawn beside an open travel crate, green hills behind, soft daylight, authentic New Zealand context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/routes/new-zealand-to-dubai/","Documents & timeline","Show MPI export steps","Route document checklist + timeline diagram for New Zealand to Dubai","Icons","None","Flat diagram","landscape","16:9","new-zealand-to-dubai-mpi-documents-timeline-diagram.png","Documents and timeline for moving a pet from New Zealand to Dubai, including MPI export requirements","","no","yes","Clean flat-design infographic: checklist and timeline strip for New Zealand-to-Dubai pet relocation. Labels: Microchip; Vaccinations; MPI export requirements; Export health certificate; MOCCAE import permit; Flight; DXB clearance. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","Figures from verified page copy"
"https://dubai-pet-relocation.ae/routes/south-africa-to-dubai/","Hero","Represent the South Africa origin context","Labrador in a Cape Town-style garden beside a travel crate, mountain silhouette far behind","Labrador","Owner securing crate door","South African garden, late light","landscape","16:9","south-africa-to-dubai-labrador-cape-garden-crate.jpg","Labrador in a South African garden beside a travel crate before relocating to Dubai","Titer test, state vet steps and a long flight - this route rewards early planning.","no","yes","Photorealistic documentary-style image of a labrador in a Cape Town-style garden beside a travel crate, distant mountain silhouette, late golden light, authentic South African residential context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.","Avoid restricted-breed lookalikes (no boerboel-type dogs)"
"https://dubai-pet-relocation.ae/routes/south-africa-to-dubai/","Documents & timeline","Show RNATT plus DALRRD/state-vet steps","Route timeline diagram for South Africa to Dubai","Icons","None","Flat diagram","landscape","16:9","south-africa-to-dubai-timeline-diagram.png","South Africa to Dubai pet relocation timeline with titer test and state veterinary steps","","no","yes","Clean flat-design infographic: horizontal timeline for South Africa-to-Dubai pet relocation. Labels: Microchip and rabies vaccination; RNATT sample; DALRRD/state vet steps; MOCCAE import permit; Flight; DXB clearance. Sand-and-teal palette, no brand logos, no fake official seals, landscape 16:9.","Timing from verified page copy"
"https://dubai-pet-relocation.ae/routes/dubai-to-uk/","Hero","Represent the Dubai-to-UK direction","Owner carrying a cat carrier past suitcases in a Dubai apartment hallway","British Shorthair cat in carrier","Owner, mid-stride","Dubai apartment hallway, departure morning","landscape","16:9","dubai-to-uk-departure-cat-carrier-apartment.jpg","Owner carrying a cat carrier through a Dubai apartment before relocating from Dubai to the UK","Dubai to Britain: no titer test needed, but the paperwork clock still matters.","no","yes","Photorealistic documentary-style image of an owner carrying a cat carrier past lined-up suitcases in a Dubai apartment hallway on departure morning, warm natural light, authentic Dubai/UAE context, no logos, no text, no fictional airport signs, editorial photography, landscape 16:9.",""
"https://dubai-pet-relocation.ae/routes/dubai-to-uk/","Documents & timeline","Explain GB health certificate + tapeworm rule","Route document checklist + timeline diagram for Dubai to UK","Icons","None","Flat diagram","landscape","16:9","dubai-to-uk-documents-tapeworm-timeline-diagram.png","Documents and timeline for exporting a pet from Dubai to the UK, including the tapeworm treatment window","","no","yes","Clean flat-design infographic: checklist and timeline strip for Dubai-to-UK pet export. Labels: Microchip; Valid rabies vaccination; GB pet health certificate; Tapeworm treatment window (dogs, 24-120 hours before UK arrival); MOCCAE export certificate; Flight. Sand-and-teal palette, tapeworm step highlighted, no brand logos, no fake official seals, landscape 16:9.","Tapeworm window wording from verified page copy (GOV.UK-verified section)"
